customer_id,customer_name,email,city,acquisition_channel,signup_date,customer_status,gender,age
C0301,Customer 301,customer301@mail.com,Mumbai, referral ,2022-03-06,Actve,F,26.0
C0302,Customer 302,customer302@mail.com,Delhi,Direct,2024-05-10,Actve,F,42.0
C0303,Customer 303,customer303@mail.com,Delhi,Direct,2025-01-09,InActive,Other,25.0
C0304,Customer 304,customer304@mail.com,ahmedabad, referral ,2024-12-19,InActive,Other,18.0
C0305,Customer 305,customer305@mail.com,MUMBAI, referral ,2025-01-20,Inactive,Other,32.0
C0306,Customer 306,customer306@mail.com,MUMBAI, Ads ,2023-07-19,InActive,Other,20.0
C0307,Customer 307,customer307@mail.com,Ahmedabad,Social,2022-02-02,InActive,M,56.0
C0308,Customer 308,,ahmedabad,Direct,2022-04-10,InActive,Other,46.0
C0309,Customer 309,customer309@mail.com,mumbai,Organic,2022-10-14,Actve,M,64.0
C0310,Customer 310,customer310@mail.com,ahmedabad,Social,2023-10-19,InActive,F,60.0
C0311,Customer 311,customer311@mail.com,Ahmedabad,Referral,2023-07-18,Active,Other,65.0
C0312,Customer 312,customer312@mail.com,Delhi,Direct,2024-05-24,Inactive,M,59.0
C0313,Customer 313,customer313@mail.com,DELHI,Social,2023-10-15,Inactive,F,42.0
C0314,Customer 314,customer314@mail.com,ahmedabad, referral ,2023-05-09,InActive,F,27.0
C0315,Customer 315,customer315@mail.com,Mumbai,Social,2024-04-25,Inactive,Other,42.0
C0316,Customer 316,customer316@mail.com,mumbai,Referral,2022-06-11,Inactive,F,64.0
C0317,Customer 317,customer317@mail.com,Mumbai,Referral,2024-02-12,Active,M,55.0
C0318,Customer 318,customer318@mail.com,ahmedabad, Ads ,2024-09-08,InActive,F,18.0
C0319,Customer 319,customer319@mail.com,mumbai,Direct,2022-08-29,Inactive,M,63.0
C0320,Customer 320,customer320@mail.com,mumbai,Social,2023-10-21,Actve,F,59.0
C0321,Customer 321,customer321@mail.com,MUMBAI,Referral,2024-11-16,Inactive,F,64.0
C0322,Customer 322,customer322@mail.com,DELHI,Referral,2023-02-21,Actve,F,54.0
C0323,Customer 323,customer323@mail.com,Delhi, Ads ,2022-02-03,Actve,Other,55.0
C0324,Customer 324,customer324@mail.com,MUMBAI, Ads ,2023-02-06,Actve,M,33.0
C0325,Customer 325,customer325@mail.com,Delhi,Direct,2023-11-23,Actve,F,59.0
C0326,Customer 326,customer326@mail.com,Ahmedabad, Ads ,2023-12-23,InActive,M,49.0
C0327,Customer 327,customer327@mail.com,ahmedabad,Direct,2022-05-01,Active,M,60.0
C0328,Customer 328,,Mumbai, referral ,2022-10-09,InActive,M,18.0
C0329,Customer 329,customer329@mail.com,Ahmedabad,Referral,2022-05-04,Inactive,Other,18.0
C0330,Customer 330,customer330@mail.com,Ahmedabad,Organic,2022-02-04,Actve,Other,19.0
C0331,Customer 331,customer331@mail.com,Delhi,Direct,2024-05-31,InActive,M,51.0
C0332,Customer 332,customer332@mail.com,mumbai,Social,2024-12-14,Actve,F,43.0
C0333,Customer 333,customer333@mail.com,Ahmedabad, referral ,2025-03-03,InActive,Other,61.0
C0334,Customer 334,customer334@mail.com,Mumbai,Direct,2022-03-06,Active,F,53.0
C0335,Customer 335,customer335@mail.com,Delhi,Organic,2022-12-17,Active,F,59.0
C0336,Customer 336,customer336@mail.com,ahmedabad,Organic,2024-12-17,Active,M,62.0
C0337,Customer 337,customer337@mail.com,Ahmedabad,Referral,2022-04-06,Active,Other,52.0
C0338,Customer 338,customer338@mail.com,Mumbai, Ads ,2023-10-07,Active,M,63.0
C0339,Customer 339,customer339@mail.com,Mumbai,Referral,2022-11-29,InActive,Other,42.0
C0340,Customer 340,customer340@mail.com,ahmedabad,Referral,2024-02-26,InActive,Other,50.0
C0341,Customer 341,customer341@mail.com,MUMBAI,Organic,2022-07-20,Inactive,M,39.0
C0342,Customer 342,customer342@mail.com,ahmedabad,Social,2024-03-23,Actve,M,46.0
C0343,Customer 343,customer343@mail.com,MUMBAI,Social,2024-02-08,Inactive,M,60.0
C0344,Customer 344,customer344@mail.com,DELHI,Social,2023-08-28,InActive,Other,35.0
C0345,Customer 345,customer345@mail.com,Delhi,Direct,2022-11-12,Inactive,F,23.0
C0346,Customer 346,,MUMBAI, referral ,2024-01-08,Actve,M,29.0
C0347,Customer 347,customer347@mail.com,ahmedabad,Social,2024-11-15,Inactive,M,
C0348,Customer 348,customer348@mail.com,Mumbai,Social,2023-10-27,Inactive,M,42.0
C0349,Customer 349,customer349@mail.com,Delhi,Social,2023-05-13,InActive,Other,26.0
C0350,Customer 350,customer350@mail.com,MUMBAI, referral ,2022-10-26,Active,M,44.0
C0351,Customer 351,customer351@mail.com,DELHI,Organic,2024-01-10,Actve,M,49.0
C0352,Customer 352,customer352@mail.com,mumbai, referral ,2022-08-08,InActive,F,
C0353,Customer 353,customer353@mail.com,DELHI,Social,2024-02-18,Actve,F,59.0
C0354,Customer 354,customer354@mail.com,mumbai,Referral,2023-10-19,InActive,F,43.0
C0355,Customer 355,customer355@mail.com,MUMBAI,Direct,2024-10-02,InActive,F,43.0
C0356,Customer 356,customer356@mail.com,ahmedabad, Ads ,2025-01-22,InActive,Other,19.0
C0357,Customer 357,customer357@mail.com,Ahmedabad,Direct,2023-03-06,Inactive,F,22.0
C0358,Customer 358,customer358@mail.com,DELHI, referral ,2024-10-19,InActive,Other,34.0
C0359,Customer 359,customer359@mail.com,Delhi, referral ,2024-02-12,Active,F,48.0
C0360,Customer 360,customer360@mail.com,ahmedabad,Social,2024-05-06,Active,F,52.0
C0361,Customer 361,customer361@mail.com,Mumbai,Organic,2023-05-24,Actve,M,20.0
C0362,Customer 362,customer362@mail.com,Delhi,Direct,2024-03-29,Actve,F,24.0
C0363,Customer 363,customer363@mail.com,ahmedabad,Direct,2024-11-28,InActive,F,47.0
C0364,Customer 364,customer364@mail.com,ahmedabad,Direct,2024-10-21,InActive,F,48.0
C0365,Customer 365,customer365@mail.com,Ahmedabad,Organic,2022-08-26,InActive,F,47.0
C0366,Customer 366,customer366@mail.com,ahmedabad, referral ,2023-12-15,Inactive,M,62.0
C0367,Customer 367,customer367@mail.com,Mumbai,Referral,2022-04-02,Active,M,59.0
C0368,Customer 368,customer368@mail.com,DELHI, Ads ,2023-05-15,InActive,Other,53.0
C0369,Customer 369,customer369@mail.com,Ahmedabad, Ads ,2024-04-09,InActive,M,45.0
C0370,Customer 370,customer370@mail.com,Delhi,Social,2023-02-09,Inactive,Other,18.0
C0371,Customer 371,customer371@mail.com,mumbai,Referral,2022-05-09,Active,Other,38.0
C0372,Customer 372,customer372@mail.com,Mumbai,Referral,2024-09-29,Actve,Other,43.0
C0373,Customer 373,customer373@mail.com,MUMBAI,Referral,2024-07-26,InActive,Other,37.0
C0374,Customer 374,customer374@mail.com,ahmedabad,Organic,2022-10-02,Actve,M,25.0
C0375,Customer 375,customer375@mail.com,Delhi, Ads ,2024-11-12,Inactive,F,54.0
C0376,Customer 376,customer376@mail.com,mumbai, referral ,2025-01-05,InActive,Other,36.0
C0377,Customer 377,customer377@mail.com,MUMBAI, referral ,2022-04-20,Actve,M,30.0
C0378,Customer 378,customer378@mail.com,ahmedabad,Social,2024-10-10,Inactive,Other,63.0
C0379,Customer 379,customer379@mail.com,Ahmedabad, Ads ,2022-06-19,Active,M,35.0
C0380,Customer 380,customer380@mail.com,MUMBAI, Ads ,2024-07-25,Inactive,Other,54.0
C0381,Customer 381,customer381@mail.com,DELHI,Social,2024-01-22,Active,Other,31.0
C0382,Customer 382,customer382@mail.com,Mumbai,Direct,2023-05-22,Actve,M,40.0
C0383,Customer 383,customer383@mail.com,Mumbai, referral ,2022-08-29,InActive,M,55.0
C0384,Customer 384,customer384@mail.com,DELHI,Direct,2024-05-26,InActive,Other,31.0
C0385,Customer 385,customer385@mail.com,DELHI,Organic,2025-03-13,Actve,Other,52.0
C0386,Customer 386,customer386@mail.com,Delhi,Referral,2023-08-16,Actve,Other,61.0
C0387,Customer 387,customer387@mail.com,mumbai, referral ,2022-05-02,Actve,Other,26.0
C0388,Customer 388,customer388@mail.com,Delhi,Referral,2023-05-22,Inactive,F,58.0
C0389,Customer 389,customer389@mail.com,Ahmedabad, referral ,2024-07-14,Active,Other,23.0
C0390,Customer 390,customer390@mail.com,Delhi,Referral,2024-01-26,Inactive,F,18.0
C0391,Customer 391,customer391@mail.com,DELHI,Direct,2022-07-10,Inactive,Other,40.0
C0392,Customer 392,customer392@mail.com,DELHI,Social,2024-03-25,InActive,F,49.0
C0393,Customer 393,customer393@mail.com,DELHI,Referral,2023-11-23,InActive,Other,39.0
C0394,Customer 394,customer394@mail.com,DELHI,Organic,2022-04-05,Active,Other,47.0
C0395,Customer 395,,DELHI, Ads ,2024-06-22,Inactive,M,45.0
C0396,Customer 396,customer396@mail.com,Delhi, Ads ,2023-09-11,InActive,F,41.0
C0397,Customer 397,customer397@mail.com,MUMBAI,Direct,2022-12-05,Active,F,64.0
C0398,Customer 398,customer398@mail.com,mumbai, referral ,2022-07-06,Active,M,22.0
C0399,Customer 399,customer399@mail.com,mumbai,Social,2024-06-30,Active,M,25.0
C0400,Customer 400,customer400@mail.com,Ahmedabad,Direct,2022-09-28,Inactive,M,23.0
C0401,Customer 401,customer401@mail.com,Mumbai,Organic,2023-10-04,Actve,F,26.0
C0402,Customer 402,customer402@mail.com,Delhi, Ads ,2022-05-21,Active,Other,46.0
C0403,Customer 403,customer403@mail.com,mumbai,Direct,2022-11-07,Inactive,Other,31.0
C0404,Customer 404,customer404@mail.com,Mumbai, Ads ,2022-09-10,Inactive,F,38.0
C0405,Customer 405,customer405@mail.com,mumbai,Referral,2022-06-22,InActive,Other,64.0
C0406,Customer 406,customer406@mail.com,DELHI,Direct,2022-02-24,Actve,M,50.0
C0407,Customer 407,customer407@mail.com,Ahmedabad,Referral,2022-04-22,InActive,F,33.0
C0408,Customer 408,customer408@mail.com,ahmedabad,Organic,2024-12-17,Active,F,26.0
C0409,Customer 409,customer409@mail.com,DELHI,Social,2024-05-11,Actve,Other,48.0
C0410,Customer 410,customer410@mail.com,DELHI,Organic,2022-02-04,Active,M,20.0
C0411,Customer 411,customer411@mail.com,DELHI, referral ,2024-11-03,Actve,Other,44.0
C0412,Customer 412,customer412@mail.com,Ahmedabad,Organic,2025-01-03,InActive,F,23.0
C0413,Customer 413,customer413@mail.com,mumbai, Ads ,2025-01-03,Actve,F,59.0
C0414,Customer 414,customer414@mail.com,Mumbai,Referral,2024-06-14,InActive,M,45.0
C0415,Customer 415,customer415@mail.com,ahmedabad,Social,2022-04-23,Actve,Other,65.0
C0416,Customer 416,customer416@mail.com,Mumbai,Direct,2022-10-09,Active,M,40.0
C0417,Customer 417,customer417@mail.com,DELHI,Direct,2023-06-15,InActive,F,35.0
C0418,Customer 418,customer418@mail.com,Mumbai,Organic,2023-11-18,Inactive,F,34.0
C0419,Customer 419,customer419@mail.com,ahmedabad,Direct,2022-06-07,Inactive,F,21.0
C0420,Customer 420,customer420@mail.com,ahmedabad, Ads ,2024-01-24,InActive,F,54.0
C0421,Customer 421,customer421@mail.com,Mumbai, Ads ,2024-11-08,Active,M,18.0
C0422,Customer 422,customer422@mail.com,Ahmedabad,Referral,2024-02-24,InActive,M,20.0
C0423,Customer 423,customer423@mail.com,Delhi,Direct,2024-05-08,InActive,F,64.0
C0424,Customer 424,customer424@mail.com,DELHI,Organic,2025-03-16,Actve,M,21.0
C0425,Customer 425,customer425@mail.com,DELHI,Social,2022-04-05,Inactive,M,36.0
C0426,Customer 426,customer426@mail.com,MUMBAI,Referral,2022-06-26,Inactive,M,36.0
C0427,Customer 427,customer427@mail.com,MUMBAI,Direct,2023-05-12,Inactive,F,49.0
C0428,Customer 428,customer428@mail.com,DELHI, Ads ,2025-01-24,InActive,M,
C0429,Customer 429,customer429@mail.com,mumbai,Social,2023-12-11,Active,F,
C0430,Customer 430,customer430@mail.com,DELHI,Direct,2023-09-22,Active,M,33.0
C0431,Customer 431,customer431@mail.com,Mumbai, Ads ,2023-07-28,Active,M,51.0
C0432,Customer 432,customer432@mail.com,MUMBAI, referral ,2022-06-23,Active,Other,43.0
C0433,Customer 433,customer433@mail.com,ahmedabad,Organic,2024-06-09,InActive,M,38.0
C0434,Customer 434,customer434@mail.com,Ahmedabad,Direct,2023-10-31,Actve,F,22.0
C0435,Customer 435,customer435@mail.com,mumbai,Social,2022-08-12,InActive,M,47.0
C0436,Customer 436,customer436@mail.com,Mumbai,Social,2024-01-04,InActive,F,34.0
C0437,Customer 437,customer437@mail.com,Mumbai, Ads ,2023-09-16,Active,M,38.0
C0438,Customer 438,customer438@mail.com,Delhi, Ads ,2023-12-30,Inactive,Other,37.0
C0439,Customer 439,customer439@mail.com,mumbai,Organic,2024-04-08,Inactive,Other,33.0
C0440,Customer 440,customer440@mail.com,Mumbai, Ads ,2022-09-06,Active,M,32.0
C0441,Customer 441,customer441@mail.com,DELHI, referral ,2024-02-02,Active,Other,22.0
C0442,Customer 442,,Mumbai, Ads ,2024-06-27,InActive,M,39.0
C0443,Customer 443,customer443@mail.com,Ahmedabad,Organic,2022-12-11,Inactive,Other,19.0
C0444,Customer 444,customer444@mail.com,Ahmedabad, Ads ,2023-12-26,InActive,M,46.0
C0445,Customer 445,customer445@mail.com,Mumbai,Social,2023-05-19,Actve,F,53.0
C0446,Customer 446,customer446@mail.com,Mumbai,Referral,2024-02-24,InActive,F,51.0
C0447,Customer 447,customer447@mail.com,DELHI,Social,2022-02-09,Inactive,Other,52.0
C0448,Customer 448,customer448@mail.com,MUMBAI,Social,2024-10-25,Actve,F,19.0
C0449,Customer 449,customer449@mail.com,mumbai,Organic,2023-07-30,Active,F,55.0
C0450,Customer 450,customer450@mail.com,mumbai,Organic,2023-05-23,InActive,F,65.0
C0451,Customer 451,customer451@mail.com,mumbai,Social,2024-03-06,Actve,M,55.0
C0452,Customer 452,customer452@mail.com,Delhi,Direct,2024-01-05,Active,Other,54.0
C0453,Customer 453,customer453@mail.com,ahmedabad, Ads ,2024-10-05,Actve,M,23.0
C0454,Customer 454,customer454@mail.com,ahmedabad, Ads ,2022-02-10,Inactive,M,57.0
C0455,Customer 455,customer455@mail.com,mumbai,Referral,2022-12-30,Actve,M,
C0456,Customer 456,customer456@mail.com,mumbai,Organic,2024-12-13,Actve,M,60.0
C0457,Customer 457,customer457@mail.com,Mumbai,Referral,2023-09-11,Actve,M,64.0
C0458,Customer 458,customer458@mail.com,DELHI,Direct,2024-09-24,Actve,M,53.0
C0459,Customer 459,customer459@mail.com,ahmedabad,Referral,2023-04-03,InActive,F,62.0
C0460,Customer 460,customer460@mail.com,mumbai,Direct,2022-01-04,Inactive,Other,56.0
C0461,Customer 461,customer461@mail.com,DELHI,Social,2023-03-29,Active,F,65.0
C0462,Customer 462,customer462@mail.com,MUMBAI,Referral,2022-12-10,Active,Other,64.0
C0463,Customer 463,customer463@mail.com,Ahmedabad,Organic,2023-06-28,InActive,M,40.0
C0464,Customer 464,customer464@mail.com,Mumbai,Direct,2022-01-03,Active,F,44.0
C0465,Customer 465,customer465@mail.com,Ahmedabad, referral ,2024-02-15,Actve,Other,48.0
C0466,Customer 466,customer466@mail.com,ahmedabad,Direct,2023-04-07,InActive,F,20.0
C0467,Customer 467,customer467@mail.com,MUMBAI,Referral,2022-08-03,Active,F,42.0
C0468,Customer 468,customer468@mail.com,Mumbai,Social,2022-07-10,Actve,Other,48.0
C0469,Customer 469,customer469@mail.com,Ahmedabad,Direct,2022-12-04,Inactive,M,39.0
C0470,Customer 470,customer470@mail.com,mumbai, referral ,2025-02-08,Actve,Other,33.0
C0471,Customer 471,customer471@mail.com,Ahmedabad,Social,2025-01-30,Inactive,M,18.0
C0472,Customer 472,customer472@mail.com,MUMBAI,Direct,2024-09-10,InActive,M,
C0473,Customer 473,customer473@mail.com,MUMBAI,Organic,2024-08-27,Active,F,48.0
C0474,Customer 474,customer474@mail.com,Delhi,Referral,2022-07-06,Inactive,M,42.0
C0475,Customer 475,customer475@mail.com,Ahmedabad,Organic,2023-06-24,Inactive,F,35.0
C0476,Customer 476,customer476@mail.com,mumbai,Direct,2022-07-18,Active,Other,52.0
C0477,Customer 477,customer477@mail.com,DELHI,Social,2023-04-11,Active,F,44.0
C0478,Customer 478,customer478@mail.com,Delhi, referral ,2025-03-18,InActive,F,43.0
C0479,Customer 479,customer479@mail.com,Delhi,Organic,2024-10-25,InActive,M,46.0
C0480,Customer 480,customer480@mail.com,mumbai, Ads ,2023-01-30,InActive,M,61.0
C0481,Customer 481,customer481@mail.com,DELHI,Direct,2022-10-30,Actve,F,22.0
C0482,Customer 482,customer482@mail.com,ahmedabad, referral ,2025-02-04,Actve,F,18.0
C0483,Customer 483,customer483@mail.com,ahmedabad,Social,2024-12-06,Inactive,M,27.0
C0484,Customer 484,customer484@mail.com,ahmedabad,Organic,2022-08-05,Active,F,40.0
C0485,Customer 485,customer485@mail.com,MUMBAI, referral ,2024-09-21,Inactive,M,43.0
C0486,Customer 486,customer486@mail.com,ahmedabad,Direct,2024-04-02,Active,F,39.0
C0487,Customer 487,customer487@mail.com,Mumbai,Direct,2024-08-31,Actve,F,
C0488,Customer 488,customer488@mail.com,MUMBAI,Referral,2023-07-29,Inactive,Other,32.0
C0489,Customer 489,customer489@mail.com,Delhi, referral ,2023-10-20,Actve,Other,59.0
C0490,Customer 490,customer490@mail.com,Ahmedabad, Ads ,2024-04-13,Inactive,Other,21.0
C0491,Customer 491,customer491@mail.com,mumbai,Organic,2023-09-30,Inactive,M,51.0
C0492,Customer 492,customer492@mail.com,Mumbai, Ads ,2023-01-30,InActive,M,47.0
C0493,Customer 493,customer493@mail.com,MUMBAI,Direct,2023-02-12,Actve,F,50.0
C0494,Customer 494,customer494@mail.com,Mumbai,Direct,2022-03-04,InActive,F,46.0
C0495,Customer 495,customer495@mail.com,DELHI, referral ,2025-02-03,Actve,F,34.0
C0496,Customer 496,customer496@mail.com,Delhi,Organic,2023-08-07,Active,F,54.0
C0497,Customer 497,customer497@mail.com,mumbai, Ads ,2023-04-07,InActive,F,50.0
C0498,Customer 498,,DELHI,Direct,2022-01-19,Inactive,M,56.0
C0499,Customer 499,customer499@mail.com,mumbai,Referral,2023-09-18,Actve,F,40.0
C0500,Customer 500,customer500@mail.com,mumbai, referral ,2023-09-11,Inactive,Other,50.0
C0362,Customer 362,customer362@mail.com,Delhi,Direct,2024-03-29,Actve,F,24.0
C0074,Customer 74,customer74@mail.com,mumbai, referral ,2024-03-08,Active,Other,18.0
C0375,Customer 375,customer375@mail.com,Delhi, Ads ,2024-11-12,Inactive,F,54.0
C0156,Customer 156,customer156@mail.com,Ahmedabad,Referral,2023-01-24,Active,F,31.0
C0105,Customer 105,customer105@mail.com,ahmedabad,Organic,2022-07-23,InActive,Other,60.0
C0395,Customer 395,,DELHI, Ads ,2024-06-22,Inactive,M,45.0
C0378,Customer 378,customer378@mail.com,ahmedabad,Social,2024-10-10,Inactive,Other,63.0
C0125,Customer 125,customer125@mail.com,Delhi, referral ,2022-11-01,Inactive,Other,39.0
C0069,Customer 69,customer69@mail.com,ahmedabad,Social,2023-10-12,Inactive,Other,50.0
C0451,Customer 451,customer451@mail.com,mumbai,Social,2024-03-06,Actve,M,55.0
C0010,Customer 10,customer10@mail.com,ahmedabad,Direct,2022-12-17,InActive,M,35.0
C0195,Customer 195,customer195@mail.com,DELHI,Organic,2024-11-04,Inactive,F,65.0
C0407,Customer 407,customer407@mail.com,Ahmedabad,Referral,2022-04-22,InActive,F,33.0
C0085,Customer 85,customer85@mail.com,Delhi,Referral,2022-09-05,Active,F,60.0
C0372,Customer 372,customer372@mail.com,Mumbai,Referral,2024-09-29,Actve,Other,43.0
C0389,Customer 389,customer389@mail.com,Ahmedabad, referral ,2024-07-14,Active,Other,23.0
C0496,Customer 496,customer496@mail.com,Delhi,Organic,2023-08-07,Active,F,54.0
C0031,Customer 31,customer31@mail.com,Ahmedabad, Ads ,2022-06-04,Inactive,Other,59.0
C0317,Customer 317,customer317@mail.com,Mumbai,Referral,2024-02-12,Active,M,55.0
C0409,Customer 409,customer409@mail.com,DELHI,Social,2024-05-11,Actve,Other,48.0
C0491,Customer 491,customer491@mail.com,mumbai,Organic,2023-09-30,Inactive,M,51.0
C0492,Customer 492,customer492@mail.com,Mumbai, Ads ,2023-01-30,InActive,M,47.0
C0281,Customer 281,customer281@mail.com,Ahmedabad, referral ,2023-02-13,Actve,F,21.0
C0357,Customer 357,customer357@mail.com,Ahmedabad,Direct,2023-03-06,Inactive,F,22.0
C0077,Customer 77,customer77@mail.com,Ahmedabad,Social,2025-03-01,Active,M,26.0
